date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2019-07-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,241,241,1.0,False,None,None,36,24,12,48,121,63,27.8,14.0,None
2019-07-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,243,243,1.0,False,None,None,30,60,10,40,103,57,27.6,33.0,None
2019-07-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,237,237,1.0,False,None,None,35,23,11,47,121,34,27.4,17.4,None
2019-07-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,281,281,1.0,False,None,None,42,28,14,56,141,37,27.6,6.2,None
2019-07-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,243,243,1.0,False,None,None,36,24,12,48,123,88,28.0,5.0,None
2019-07-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,183,183,1.0,False,None,None,27,18,9,36,93,85,28.4,5.6,None
2019-07-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,304,304,1.0,False,None,None,45,30,15,60,154,83,29.4,5.1,None
2019-07-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,268,268,1.0,False,None,None,40,26,13,53,136,53,28.2,6.4,None
2019-07-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,288,1.0,False,None,None,43,28,14,57,146,45,28.3,7.4,None
2019-07-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,255,255,1.0,False,None,None,38,25,12,51,129,33,28.5,4.1,None
2019-07-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,6,29.1,2.4,None
2019-07-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,228,228,1.0,False,None,None,28,57,9,38,96,43,28.9,20.1,None
2019-07-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,287,221,1.3,True,Moderate,Heavy Rainfall,35,71,11,47,123,63,29.2,84.9,None
2019-07-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,277,277,1.0,False,None,None,41,27,13,55,141,72,29.7,5.1,None
2019-07-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,208,208,1.0,False,None,None,31,20,10,41,106,53,28.9,12.5,None
2019-07-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,323,249,1.3,True,Moderate,Heavy Rainfall,40,80,13,53,137,68,27.3,197.7,None
2019-07-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,259,259,1.0,False,None,None,32,64,10,43,110,59,27.8,25.6,None
2019-07-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,263,263,1.0,False,None,None,32,65,10,43,113,71,27.6,28.4,None
2019-07-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,201,201,1.0,False,None,None,25,50,8,33,85,22,27.3,38.2,None
2019-07-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,173,173,1.0,False,None,None,25,17,8,34,89,55,27.5,11.3,None
2019-07-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,230,230,1.0,False,None,None,28,57,9,38,98,74,26.4,30.6,None
2019-07-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,386,297,1.3,True,Moderate,Heavy Rainfall,48,96,16,64,162,33,26.6,68.6,None
2019-07-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,283,283,1.0,False,None,None,35,70,11,47,120,48,26.7,31.8,None
2019-08-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,254,254,1.0,False,None,None,38,25,12,50,129,98,27.7,15.7,None
2019-08-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,215,215,1.0,False,None,None,26,53,8,35,93,78,28.2,28.3,None
2019-08-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,299,230,1.3,True,Moderate,Heavy Rainfall,37,74,12,49,127,45,26.1,91.9,None
2019-08-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,215,1.3,True,Moderate,Heavy Rainfall,34,69,11,46,119,31,26.5,100.3,None
2019-08-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,227,1.3,True,Moderate,Heavy Rainfall,36,73,12,49,125,80,26.4,59.2,None
2019-08-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,222,222,1.0,False,None,None,27,55,9,37,94,78,27.1,40.6,None
2019-08-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,271,271,1.0,False,None,None,33,67,11,45,115,60,28.1,20.5,None
2019-08-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,266,266,1.0,False,None,None,39,26,13,53,135,48,27.7,13.6,None
2019-08-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,296,1.0,False,None,None,44,29,14,59,150,63,27.9,11.9,None
2019-08-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,210,210,1.0,False,None,None,31,21,10,42,106,50,28.2,9.6,None
2019-08-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,182,182,1.0,False,None,None,27,18,9,36,92,55,28.2,14.0,None
2019-08-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,225,225,1.0,False,None,None,33,22,11,45,114,55,28.5,5.3,None
2019-08-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,230,230,1.0,False,None,None,34,23,11,46,116,39,28.5,4.2,None
2019-08-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,276,276,1.0,False,None,None,41,27,13,55,140,73,28.0,8.2,None
2019-08-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,221,221,1.0,False,None,None,33,22,11,44,111,61,27.6,11.6,None
2019-08-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,226,226,1.0,False,None,None,33,22,11,45,115,46,28.5,7.4,None
2019-08-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,247,247,1.0,False,None,None,37,24,12,49,125,76,28.4,3.5,None
2019-08-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,175,175,1.0,False,None,None,26,17,8,35,89,8,28.8,2.4,None
2019-08-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,232,232,1.0,False,None,None,34,23,11,46,118,61,28.1,3.3,None
2019-08-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,255,255,1.0,False,None,None,38,25,12,51,129,67,28.7,2.3,None
2019-08-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,206,206,1.0,False,None,None,30,20,10,41,105,31,27.6,5.0,None
2019-08-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,47,27.5,5.3,None
2019-08-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,258,258,1.0,False,None,None,38,25,12,51,132,87,27.8,5.7,None
2019-08-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,167,167,1.0,False,None,None,25,16,8,33,85,49,27.7,7.2,None
2019-08-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,246,246,1.0,False,None,None,36,24,12,49,125,40,27.6,3.3,None
2019-08-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,271,271,1.0,False,None,None,40,27,13,54,137,75,28.1,4.6,None
2019-08-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,255,255,1.0,False,None,None,38,25,12,51,129,52,27.3,6.5,None
2019-08-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,256,256,1.0,False,None,None,38,25,12,51,130,44,27.7,3.9,None
2019-08-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,247,247,1.0,False,None,None,37,24,12,49,125,62,28.3,3.8,None
2019-08-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,237,237,1.0,False,None,None,35,23,11,47,121,92,28.2,13.1,None
2019-08-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,187,187,1.0,False,None,None,23,46,7,31,80,61,27.5,24.1,None
2019-09-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,182,182,1.0,False,None,None,27,18,9,36,92,60,27.7,15.7,None
2019-09-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,250,250,1.0,False,None,None,37,25,12,50,126,56,27.9,13.2,None
2019-09-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,264,264,1.0,False,None,None,32,66,11,44,111,95,27.3,33.0,None
2019-09-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,379,292,1.3,True,Moderate,Heavy Rainfall,47,94,15,63,160,40,26.5,84.3,None
2019-09-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,267,267,1.0,False,None,None,33,66,11,44,113,46,27.4,42.4,None
2019-09-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,290,290,1.0,False,None,None,36,72,12,48,122,31,27.3,43.7,None
2019-09-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,245,245,1.0,False,None,None,30,61,10,40,104,54,27.6,39.8,None
2019-09-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,260,260,1.0,False,None,None,32,65,10,43,110,23,27.2,43.8,None
2019-09-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,248,248,1.0,False,None,None,30,62,10,41,105,63,28.2,25.2,None
2019-09-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,221,221,1.0,False,None,None,33,22,11,44,111,83,27.7,16.8,None
2019-09-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,269,269,1.0,False,None,None,40,26,13,53,137,38,27.8,8.2,None
2019-09-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,318,318,1.0,False,None,None,47,31,15,63,162,10,26.9,13.7,None
2019-09-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,301,301,1.0,False,None,None,37,75,12,50,127,47,26.9,37.2,None
2019-09-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,255,255,1.0,False,None,None,38,25,12,51,129,61,27.5,13.0,None
2019-09-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,249,249,1.0,False,None,None,37,24,12,49,127,137,27.3,10.4,None
2019-09-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,252,252,1.0,False,None,None,37,25,12,50,128,82,27.7,5.7,None
2019-09-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,262,262,1.0,False,None,None,39,26,13,52,132,39,28.4,3.7,None
2019-09-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,283,283,1.0,False,None,None,42,28,14,56,143,11,28.4,16.5,None
2019-09-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,257,257,1.0,False,None,None,32,64,10,42,109,44,28.7,38.9,None
2019-09-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,267,267,1.0,False,None,None,40,26,13,53,135,52,28.2,6.3,None
2019-09-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,258,258,1.0,False,None,None,38,25,12,51,132,45,28.3,13.0,None
2019-09-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,247,247,1.0,False,None,None,37,24,12,49,125,67,28.6,1.1,None
2019-09-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,266,266,1.0,False,None,None,39,26,13,53,135,86,29.0,0.9,None
2019-09-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,277,277,1.0,False,None,None,41,27,13,55,141,18,29.1,3.5,None
2019-09-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,308,308,1.0,False,None,None,38,77,12,51,130,44,29.2,26.5,None
2019-09-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,284,284,1.0,False,None,None,35,71,11,47,120,111,28.5,21.0,None
2019-09-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,296,1.0,False,None,None,44,29,14,59,150,68,27.7,18.0,None
2019-09-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,217,217,1.0,False,None,None,32,21,10,43,111,71,28.3,5.4,None
2019-09-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,191,191,1.0,False,None,None,28,19,9,38,97,67,28.7,4.4,None
2019-09-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,296,1.0,False,None,None,44,29,14,59,150,50,28.2,6.8,None
2019-10-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,269,269,1.0,False,None,None,40,26,13,53,137,103,28.7,2.0,None
2019-10-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,296,1.0,False,None,None,44,29,14,59,150,122,29.0,1.0,None
2019-10-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,236,236,1.0,False,None,None,35,23,11,47,120,100,29.5,0.4,None
2019-10-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,312,312,1.0,False,None,None,46,31,15,62,158,115,29.6,3.5,None
2019-10-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,228,228,1.0,False,None,None,34,22,11,45,116,126,30.4,4.3,None
2019-10-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,194,194,1.0,False,None,None,29,19,9,38,99,134,29.9,0.5,None
2019-10-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,287,287,1.0,False,None,None,43,28,14,57,145,108,30.0,5.0,None
2019-10-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,300,300,1.0,False,None,None,45,30,15,60,150,105,31.1,5.8,None
2019-10-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,273,273,1.0,False,None,None,40,27,13,54,139,53,31.1,1.7,None
2019-10-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,154,31.6,0.0,None
2019-10-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,227,227,1.0,False,None,None,34,22,11,45,115,78,30.8,3.7,None
2019-10-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,248,248,1.0,False,None,None,37,24,12,49,126,60,30.8,7.3,None
2019-10-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,231,231,1.0,False,None,None,34,23,11,46,117,74,31.4,4.1,None
2019-10-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,238,238,1.0,False,None,None,35,23,11,47,122,77,33.1,0.0,None
2019-10-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,222,222,1.0,False,None,None,33,22,11,44,112,150,33.7,0.0,None
2019-10-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,270,1.0,False,None,None,40,27,13,54,136,68,33.2,0.0,None
2019-10-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,309,309,1.0,False,None,None,46,30,15,61,157,114,33.4,0.0,None
2019-10-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,59,31.6,1.1,None
2019-10-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,200,200,1.0,False,None,None,30,20,10,40,100,46,27.1,18.4,None
2019-10-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,242,242,1.0,False,None,None,30,60,10,40,102,96,26.1,32.4,None
2019-10-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,236,236,1.0,False,None,None,35,23,11,47,120,88,30.3,16.2,None
2019-10-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,299,299,1.0,False,None,None,37,74,12,49,127,117,28.7,23.8,None
2019-10-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,367,283,1.3,True,Moderate,Heavy Rainfall,45,91,15,61,155,95,27.3,92.5,None
2019-10-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,251,251,1.0,False,None,None,37,25,12,50,127,83,29.1,11.9,None
2019-10-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,287,287,1.0,False,None,None,43,28,14,57,145,88,28.1,12.4,None
2019-10-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,205,205,1.0,False,None,None,30,20,10,41,104,88,26.9,12.9,None
2019-10-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,182,182,1.0,False,None,None,27,18,9,36,92,68,29.9,0.2,None
2019-10-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,277,277,1.0,False,None,None,41,27,13,55,141,127,29.6,3.6,None
2019-10-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,296,1.0,False,None,None,44,29,14,59,150,110,30.7,1.6,None
2019-10-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,303,303,1.0,False,None,None,45,30,15,60,153,128,31.6,0.4,None
2019-10-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,108,32.2,0.6,None
2019-11-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,302,1.0,False,None,None,45,30,15,60,152,166,30.8,12.8,None
2019-11-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,221,221,1.0,False,None,None,33,22,11,44,111,151,30.4,0.3,None
2019-11-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,191,191,1.0,False,None,None,28,19,9,38,97,198,29.9,0.0,None
2019-11-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,306,255,1.2,True,Minor,Poor AQI,89,25,12,51,129,223,29.9,0.0,None
2019-11-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,252,1.2,True,Minor,Poor AQI,88,25,12,50,127,242,30.7,0.1,None
2019-11-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,386,322,1.2,True,Minor,Poor AQI,112,32,16,64,162,275,29.9,0.0,None
2019-11-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,355,296,1.2,True,Minor,Poor AQI,103,29,14,59,150,218,28.9,3.3,None
2019-11-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,262,262,1.0,False,None,None,39,26,13,52,132,141,27.6,3.6,None
2019-11-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,339,226,1.5,True,Moderate,Severe smog causing respiratory spike.,98,28,14,56,143,339,28.1,1.9,None
2019-11-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,229,229,1.0,False,None,None,34,22,11,45,117,85,29.1,0.0,None
2019-11-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,298,249,1.2,True,Minor,Poor AQI,86,24,12,49,127,257,30.9,0.0,None
2019-11-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,357,298,1.2,True,Minor,Poor AQI,104,29,14,59,151,236,32.0,0.0,None
2019-11-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,289,241,1.2,True,Minor,Poor AQI,84,24,12,48,121,205,32.1,0.0,None
2019-11-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,225,225,1.0,False,None,None,33,22,11,45,114,187,31.7,0.0,None
2019-11-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,322,269,1.2,True,Minor,Poor AQI,93,26,13,53,137,226,30.5,0.0,None
2019-11-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,196,196,1.0,False,None,None,29,19,9,39,100,157,31.7,0.0,None
2019-11-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,216,180,1.2,True,Minor,Poor AQI,63,18,9,36,90,232,33.0,0.0,None
2019-11-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,292,244,1.2,True,Minor,Poor AQI,85,24,12,48,123,235,31.4,0.0,None
2019-11-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,270,1.0,False,None,None,40,27,13,54,136,185,33.0,0.0,None
2019-11-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,302,1.0,False,None,None,45,30,15,60,152,142,32.5,0.0,None
2019-11-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,240,1.2,True,Minor,Poor AQI,84,24,12,48,120,257,33.3,0.0,None
2019-11-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,300,300,1.0,False,None,None,45,30,15,60,150,76,32.6,0.0,None
2019-11-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,273,228,1.2,True,Minor,Poor AQI,79,22,11,45,116,229,32.6,0.0,None
2019-11-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,184,184,1.0,False,None,None,27,18,9,36,94,157,32.7,0.0,None
2019-11-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,227,227,1.0,False,None,None,34,22,11,45,115,180,32.2,0.0,None
2019-11-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,338,282,1.2,True,Minor,Poor AQI,98,28,14,56,142,272,32.3,0.0,None
2019-11-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,362,302,1.2,True,Minor,Poor AQI,105,30,15,60,152,255,32.4,0.0,None
2019-11-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,271,226,1.2,True,Minor,Poor AQI,79,22,11,45,114,227,32.5,0.0,None
2019-11-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,287,287,1.0,False,None,None,43,28,14,57,145,174,31.7,0.0,None
2019-11-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,242,242,1.0,False,None,None,36,24,12,48,122,155,32.1,0.0,None
2019-12-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,184,184,1.0,False,None,None,27,18,9,36,94,195,31.8,0.0,None
2019-12-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,326,272,1.2,True,Minor,Poor AQI,95,27,13,54,137,210,33.5,0.0,None
2019-12-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,301,251,1.2,True,Minor,Poor AQI,87,25,12,50,127,205,32.4,0.1,None
2019-12-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,214,214,1.0,False,None,None,32,21,10,42,109,188,31.7,0.0,None
2019-12-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,301,251,1.2,True,Minor,Poor AQI,87,25,12,50,127,220,29.6,3.4,None
2019-12-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,258,215,1.2,True,Minor,Poor AQI,75,21,10,43,109,255,32.6,0.0,None
2019-12-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,198,165,1.2,True,Minor,Poor AQI,57,16,8,33,84,260,31.7,0.0,None
2019-12-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,266,222,1.2,True,Minor,Poor AQI,77,22,11,44,112,235,31.6,0.0,None
2019-12-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,342,285,1.2,True,Minor,Poor AQI,99,28,14,57,144,208,32.1,0.0,None
2019-12-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,229,229,1.0,False,None,None,34,22,11,45,117,199,31.7,0.0,None
2019-12-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,252,210,1.2,True,Minor,Poor AQI,73,21,10,42,106,215,30.4,0.0,None
2019-12-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,340,284,1.2,True,Minor,Poor AQI,99,28,14,56,143,225,29.6,0.0,None
2019-12-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,327,273,1.2,True,Minor,Poor AQI,95,27,13,54,138,240,28.9,0.0,None
2019-12-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,241,201,1.2,True,Minor,Poor AQI,70,20,10,40,101,278,29.3,0.0,None
2019-12-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,260,217,1.2,True,Minor,Poor AQI,75,21,10,43,111,285,28.8,0.0,None
2019-12-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,250,209,1.2,True,Minor,Poor AQI,72,20,10,41,107,250,30.1,0.0,None
2019-12-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,268,224,1.2,True,Minor,Poor AQI,78,22,11,44,113,218,31.3,0.0,None
2019-12-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,216,216,1.0,False,None,None,32,21,10,43,110,190,32.0,0.0,None
2019-12-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,240,1.2,True,Minor,Poor AQI,84,24,12,48,120,202,31.4,0.0,None
2019-12-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,314,262,1.2,True,Minor,Poor AQI,91,26,13,52,132,212,30.7,0.0,None
2019-12-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,224,187,1.2,True,Minor,Poor AQI,65,18,9,37,95,245,30.6,0.0,None
2019-12-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,237,198,1.2,True,Minor,Poor AQI,69,19,9,39,101,265,31.8,0.0,None
2019-12-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,344,287,1.2,True,Minor,Poor AQI,100,28,14,57,145,230,31.5,0.0,None
2019-12-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,255,255,1.0,False,None,None,38,25,12,51,129,200,30.6,0.0,None
2019-12-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,274,229,1.2,True,Minor,Poor AQI,79,22,11,45,117,215,31.4,0.1,None
2019-12-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,309,258,1.2,True,Minor,Poor AQI,90,25,12,51,131,228,30.0,0.8,None
2019-12-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,247,206,1.2,True,Minor,Poor AQI,72,20,10,41,104,252,29.7,0.0,None
2019-12-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,259,216,1.2,True,Minor,Poor AQI,75,21,10,43,110,270,31.3,0.0,None
2019-12-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,278,232,1.2,True,Minor,Poor AQI,81,23,11,46,117,295,29.9,0.1,None
2019-12-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,354,295,1.2,True,Minor,Poor AQI,103,29,14,59,149,280,27.7,0.0,None
